Ladurée New York Madison,Patisserie,     laduree.fr          ,"     864 Madison Ave, New York, NY 10021          ",     (646) 558-3157               
Patisserie Chanson,Bakery,     patisseriechanson.com          ,"     20 W 23rd St, New York, NY 10010          ",     (929) 423-8880               
Patisserie Claude,Restaurant,     Add website   ,"     187 West 4th Street, New York, NY 10014          ",     (212) 255-5911               
Bouchon Bakery & Café,Cafe,     thomaskeller.com          ,"     10 Columbus Cir, New York, NY 10019          ",     (212) 823-9366               
Maison Kayser,French Restaurant,     maison-kayser-usa.com          ,"     8 W 40th St, New York, NY 10018          ",     (212) 354-2300               
Maison Kayser,French Restaurant,     maison-kayser-usa.com          ,"     8 W 40th St, New York, NY 10018          ",     (212) 354-2300               
Financier Patisserie,Patisserie,     financierpatisserie.com          ,"     87 E 42nd St, New York, NY 10017          ",     (212) 973-1010               
Maison Kayser,French Restaurant,     maison-kayser-usa.com          ,"     8 W 40th St, New York, NY 10018          ",     (212) 354-2300               
Financier Patisserie,Patisserie,     financierpatisserie.com          ,"     87 E 42nd St, New York, NY 10017          ",     (212) 973-1010               
Pomme Palais,Bakery,     pommepalais.com          ,"     Lotte New York Palace, 30 E 51st St, New York, NY 10022          ",     (212) 303-7755               
Bouchon Bakery,Bakery,     thomaskeller.com          ,"     1 Rockefeller Plaza, New York, NY 10020          ",     (212) 782-3890               
Épicerie Boulud,Bakery,     epicerieboulud.com          ,"     1900 Broadway, New York, NY 10023          ",     (212) 595-9606               
Eclair Bakery,Bakery,     eclairbakery-nyc.com          ,"     305 E 53rd St, New York, NY 10022          ",     (212) 759-2253               
Lafayette,French Restaurant,     lafayetteny.com          ,"     380 Lafayette St, New York, NY 10003          ",     (212) 533-3000               
Tous Les Jours,Bakery,     tljus.com          ,"     31 W 32nd St, New York, NY 10001          ",     (212) 967-9661               
Paris Baguette,Bakery,     parisbaguetteusa.com          ,"     591 Lexington Ave #12, New York, NY 10022          ",     (212) 838-0404               
La Tropezienne Bakery,Bakery,     twobakeriesandarestaurant.com          ,"     2131 1st Ave, First Floor, New York, NY 10029          ",     (212) 860-5324               
La Maison du Macaron,Patisserie,     nymacaron.com          ,"     132 W 23rd St, New York, NY 10011          ",     (212) 243-2757               
François Payard Bakery,Bakery,     payard.com          ,"     116 W Houston St, New York, NY 10012          ",     (212) 995-0888               
Mille-feuille Bakery Cafe,Patisserie,     millefeuille-nyc.com          ,"     2175 Broadway, New York, NY 10023          ",     (212) 362-6261               
Ladurée New York Madison,Patisserie,     laduree.fr          ,"     864 Madison Ave, New York, NY 10021          ",     (646) 558-3157               
La Bergamote,French Restaurant,     labergamotenyc.com          ,"     177 9th Ave, New York, NY 10011          ",     (212) 627-9010               
Pain d'Epices,Bakery,     paindepicesnyc.com          ,"     104 W 70th St, New York, NY 10023          ",     (212) 496-1450               
Dominique Ansel Bakery,Bakery,     dominiqueansel.com          ,"     189 Spring St, New York, NY 10012          ",     (212) 219-2773               
Cannelle Patisserie,Patisserie,     cannellepatisserie.com          ,"     7559 31st Ave, East Elmhurst, NY 11370          ",     (718) 565-6200               
Patisserie Chanson,Bakery,     patisseriechanson.com          ,"     20 W 23rd St, New York, NY 10010          ",     (929) 423-8880               
Patisserie Claude,Restaurant,     Add website   ,"     187 West 4th Street, New York, NY 10014          ",     (212) 255-5911               
Bouchon Bakery & Café,Cafe,     thomaskeller.com          ,"     10 Columbus Cir, New York, NY 10019          ",     (212) 823-9366               
Ladurée New York Soho,French Restaurant,     laduree.fr          ,"     398 W Broadway, New York, NY 10012          ",     (646) 392-7868               
La Grenouille,French Restaurant,     la-grenouille.com          ,"     3 E 52nd St, New York, NY 10022          ",     (212) 752-1495               
Gabriel Kreuther,Modern French Restaurant,     gknyc.com          ,"     41 W 42nd St, New York, NY 10036          ",     (212) 257-5826               
Daniel,French Restaurant,     danielnyc.com          ,"     60 E 65th St, New York, NY 10065          ",     (212) 288-0033               
Jean-Georges,French Restaurant,     jean-georgesrestaurant.com          ,"     1 Central Park West, New York, NY 10023          ",     (212) 299-3900               
Le Coucou,Restaurant,     lecoucou.com          ,"     138 Lafayette St, New York, NY 10013          ",     (212) 271-4252               
Brasserie 8 1/2,French Restaurant,     brasserie812.com          ,"     East River Realty Company, LLC, 9, W 57th St, New York, NY 10019          ",     (212) 829-0812               
Le Parisien Bistrot,French Restaurant,     leparisiennyc.com          ,"     163 E 33rd St, New York, NY 10016          ",     (212) 889-5489               
Buvette,French Restaurant,     ilovebuvette.com          ,"     42 Grove St, New York, NY 10014          ",     (212) 255-3590               
Per Se,French Restaurant,     thomaskeller.com          ,"     4th Floor, Time Warner Center, 10 Columbus Circle, New York, NY 10019          ",     (212) 823-9335               
Balthazar,French Restaurant,     balthazarny.com          ,"     80 Spring St, New York, NY 10012          ",     (212) 965-1414               
La Sirène,French Restaurant,     lasirenenyc.com          ,"     558 Broome St, New York, NY 10013          ",     (212) 925-3061               
Le Rivage,French Restaurant,     lerivagenyc.com          ,"     340 W 46th St, New York, NY 10036          ",     (212) 765-7374               
Tout va bien,French Restaurant,     letoutvabien.com          ,"     311 W 51st St, New York, NY 10019          ",     (212) 265-0190               
Chez Napoléon,French Restaurant,     cheznapoleon.com          ,"     365 W 50th St, New York, NY 10019          ",     (212) 265-6980               
Cafe Boulud,French Restaurant,     cafeboulud.com          ,"     20 E 76th St, New York, NY 10021          ",     (212) 772-2600               
Vaucluse,Restaurant,     vauclusenyc.com          ,"     100 E 63rd St, New York, NY 10065          ",     (646) 869-2300               
Tocqueville,French Restaurant,     tocquevillerestaurant.com          ,"     1 E 15th St, New York, NY 10003          ",     (212) 647-1515               
Benoit New York,French Restaurant,     benoitny.com          ,"     60 W 55th St, New York, NY 10019          ",     (646) 943-7373               
Triomphe,French Restaurant,     iroquoisny.com          ,"     49 W 44th St, New York, NY 10036          ",     (212) 453-4233               
Raoul's,French Restaurant,     raouls.com          ,"     180 Prince St, New York, NY 10012          ",     (212) 966-3518               
Café Centro,French Restaurant,     patinagroup.com          ,"     MetLife Building, 200 Park Ave, New York, NY 10166          ",     (212) 818-1222               
Dirty French,French Restaurant,     dirtyfrench.com          ,"     180 Ludlow St, New York, NY 10002          ",     (212) 254-3000               
Pergola Des Artistes,French Restaurant,     pergoladesartistes.com          ,"     252 W 46th St, New York, NY 10036          ",     (917) 224-3452               
Le Veau d'Or,French Restaurant,     Add website   ,"     129 E 60th St, New York, NY 10022          ",     (212) 838-8133               
Gaby,Brasserie,     gabynyrestaurant.com          ,"     44 W 45th St, New York, NY 10036          ",     (212) 782-3040               
Lucien,French Restaurant,     luciennyc.com          ,"     14 1st Avenue #1, New York, NY 10009          ",     (212) 260-6481               
L'Express,French Restaurant,     lexpressnyc.com          ,"     249 Park Ave S, New York, NY 10003          ",     (212) 254-5858               
Quatorze Bis,French Restaurant,     quatorzebis.nyc          ,"     323 E 79th St, New York, NY 10075          ",     (212) 535-1414               
Boucherie West Village,French Restaurant,     boucherie.nyc          ,"     99 7th Ave S, New York, NY 10014          ",     (212) 837-1616               
La Ripaille,French Restaurant,     laripailleny.com          ,"     605 Hudson St, New York, NY 10014          ",     (212) 255-4406               
Café Loup,French Restaurant,     cafeloupnyc.com          ,"     105 W 13th St, New York, NY 10011          ",     (212) 255-4746               
Dominique Bistro,Bistro,     dominiquebistro.nyc          ,"     14 Christopher St, New York, NY 10014          ",     (646) 756-4145               
Petit Poulet,French Restaurant,     petitpouletny.com          ,"     52 West 33rd Street, New York, NY 10001          ",     (212) 244-0440               
Le Cirque,French Restaurant,     lecirque.com          ,"     151 E 58th St, New York, NY 10022          ",     (212) 644-0202               
Maison Harlem,French Restaurant,     maisonharlem.com          ,"     New York, NY          ",     (212) 222-9224               
Le Bateau Ivre,French Restaurant,     lebateauivrenyc.com          ,"     230 E 51st St, New York, NY 10022          ",     (212) 583-0579               
Mountain Bird,French Restaurant,     mountainbirdnyc.com          ,"     251 E 110th St, New York, NY 10029          ",     (212) 744-4422               
Marseille,French Restaurant,     marseillenyc.com          ,"     630 9th Ave, New York, NY 10036          ",     (212) 333-2323               
La Grenouille,French Restaurant,     la-grenouille.com          ,"     3 E 52nd St, New York, NY 10022          ",     (212) 752-1495               
Benoit New York,French Restaurant,     benoitny.com          ,"     60 W 55th St, New York, NY 10019          ",     (646) 943-7373               
Gabriel Kreuther,Modern French Restaurant,     gknyc.com          ,"     41 W 42nd St, New York, NY 10036          ",     (212) 257-5826               
Brasserie 8 1/2,French Restaurant,     brasserie812.com          ,"     East River Realty Company, LLC, 9, W 57th St, New York, NY 10019          ",     (212) 829-0812               
La Bonne Soupe,Restaurant,     labonnesoupe.com          ,"     48 W 55th St, New York, NY 10019          ",     (212) 586-7650               
Triomphe,French Restaurant,     iroquoisny.com          ,"     49 W 44th St, New York, NY 10036          ",     (212) 453-4233               
Gaby,Brasserie,     gabynyrestaurant.com          ,"     44 W 45th St, New York, NY 10036          ",     (212) 782-3040               
Rotisserie Georgette,French Restaurant,     rotisserieg.com          ,"     14 E 60th St, New York, NY 10022          ",     (212) 390-8060               
Le Bilboquet,French Restaurant,     lebilboquetny.com          ,"     20 E 60th St, New York, NY 10022          ",     (212) 751-3036               
Le Parisien Bistrot,French Restaurant,     leparisiennyc.com          ,"     163 E 33rd St, New York, NY 10016          ",     (212) 889-5489               
Tout va bien,French Restaurant,     letoutvabien.com          ,"     311 W 51st St, New York, NY 10019          ",     (212) 265-0190               
Pergola Des Artistes,French Restaurant,     pergoladesartistes.com          ,"     252 W 46th St, New York, NY 10036          ",     (917) 224-3452               
Le Rivage,French Restaurant,     lerivagenyc.com          ,"     340 W 46th St, New York, NY 10036          ",     (212) 765-7374               
Le Bateau Ivre,French Restaurant,     lebateauivrenyc.com          ,"     230 E 51st St, New York, NY 10022          ",     (212) 583-0579               
Café Centro,French Restaurant,     patinagroup.com          ,"     MetLife Building, 200 Park Ave, New York, NY 10166          ",     (212) 818-1222               
Marseille,French Restaurant,     marseillenyc.com          ,"     630 9th Ave, New York, NY 10036          ",     (212) 333-2323               
Match 65 Brasserie,French Restaurant,     match65.com          ,"     29 East 65th Street, New York, NY 10065          ",     (212) 737-4400               
Le Veau d'Or,French Restaurant,     Add website   ,"     129 E 60th St, New York, NY 10022          ",     (212) 838-8133               
Chez Napoléon,French Restaurant,     cheznapoleon.com          ,"     365 W 50th St, New York, NY 10019          ",     (212) 265-6980               
Chez Josephine,French Restaurant,     chezjosephine.com          ,"     414 W 42nd St, New York, NY 10036          ",     (212) 594-1925               
Tocqueville,French Restaurant,     tocquevillerestaurant.com          ,"     1 E 15th St, New York, NY 10003          ",     (212) 647-1515               
Cafe Boulud,French Restaurant,     cafeboulud.com          ,"     20 E 76th St, New York, NY 10021          ",     (212) 772-2600               
Balthazar,French Restaurant,     balthazarny.com          ,"     80 Spring St, New York, NY 10012          ",     (212) 965-1414               
Lucien,French Restaurant,     luciennyc.com          ,"     14 1st Avenue #1, New York, NY 10009          ",     (212) 260-6481               
Petit Poulet,French Restaurant,     petitpouletny.com          ,"     52 West 33rd Street, New York, NY 10001          ",     (212) 244-0440               
Le Coucou,Restaurant,     lecoucou.com          ,"     138 Lafayette St, New York, NY 10013          ",     (212) 271-4252               
Dirty French,French Restaurant,     dirtyfrench.com          ,"     180 Ludlow St, New York, NY 10002          ",     (212) 254-3000               
A.O.C. L'aile ou la Cuisse,French Restaurant,     aoclaileoulacuisse.com          ,"     3425, 314 Bleecker St, New York, NY 10014          ",     (212) 675-9463               
Raoul's,French Restaurant,     raouls.com          ,"     180 Prince St, New York, NY 10012          ",     (212) 966-3518               
Jubilee,French Restaurant,     jubilee.nyc          ,"     948 1st Avenue, New York, NY 10022          ",     (212) 888-3569               
Boucherie West Village,French Restaurant,     boucherie.nyc          ,"     99 7th Ave S, New York, NY 10014          ",     (212) 837-1616               
Vaucluse,Restaurant,     vauclusenyc.com          ,"     100 E 63rd St, New York, NY 10065          ",     (646) 869-2300               
Cafe D'Alsace,French Restaurant,     cafedalsace.com          ,"     1695 2nd Ave, New York, NY 10128          ",     (212) 722-5133               
Paname,Modern French Restaurant,     panamenyc.com          ,"     1068 2nd Ave, New York, NY 10022          ",     (212) 207-3737               
Deux Amis,French Restaurant,     deuxamisnyc.com          ,"     356 E 51st St, New York, NY 10022          ",     (212) 230-1117               
Chez Lucienne,French Restaurant,     chezlucienne.com          ,"     308 Lenox Ave, New York, NY 10027          ",     (212) 289-5550               
Quatorze Bis,French Restaurant,     quatorzebis.nyc          ,"     323 E 79th St, New York, NY 10075          ",     (212) 535-1414               
Orsay,French Restaurant,     orsayrestaurant.com          ,"     1057 Lexington Ave, New York, NY 10021          ",     (212) 517-6400               
Pascalou,French Restaurant,     pascalouny.com          ,"     1308 Madison Ave, New York, NY 10128          ",     (212) 534-7522               
La Ripaille,French Restaurant,     laripailleny.com          ,"     605 Hudson St, New York, NY 10014          ",     (212) 255-4406               
Le Grainne Cafe,French Restaurant,     legrainnecafe.com          ,"     183 9th Ave, New York, NY 10011          ",     (646) 486-3000               
Madison Bistro,French Restaurant,     madisonbistro.com          ,"     238 Madison Ave, New York, NY 10016          ",     (212) 447-1919               
Demarchelier Restaurant,French Restaurant,     demarchelierrestaurant.com          ,"     50 East 86th St, New York, NY 10028          ",     (212) 249-6300               
La Mangeoire,French Restaurant,     lamangeoire.com          ,"     1008 2nd Ave, New York, NY 10022          ",     (212) 759-7086               
Bistro Cassis,French Restaurant,     bistrocassisny.com          ,"     225 Columbus Ave, New York, NY 10023          ",     (212) 579-3966               
Jean Claude 2,French Restaurant,     jeanclaudenyc.com          ,"     1343 2nd Ave, New York, NY 10021          ",     (212) 249-3400               
L'Express,French Restaurant,     lexpressnyc.com          ,"     249 Park Ave S, New York, NY 10003          ",     (212) 254-5858               
Le Cirque,French Restaurant,     lecirque.com          ,"     151 E 58th St, New York, NY 10022          ",     (212) 644-0202               
Claudette,French Restaurant,     claudettenyc.com          ,"     24 5th Ave, New York, NY 10011          ",     (212) 868-2424               
Maison Harlem,French Restaurant,     maisonharlem.com          ,"     New York, NY          ",     (212) 222-9224               
Le Midi,French Restaurant,     lemidinyc.com          ,"     11 E 13th St, New York, NY 10003          ",     (212) 255-8787               
Delice & Sarrasin,Vegan Restaurant,     deliceandsarrasin.com          ,"     20 Christopher St, New York, NY 10014          ",     (212) 243-7200               
Cocotte,French Restaurant,     cocotte.nyc          ,"     110 Thompson St, New York, NY 10012          ",     (212) 965-9100               
Mountain Bird,French Restaurant,     mountainbirdnyc.com          ,"     251 E 110th St, New York, NY 10029          ",     (212) 744-4422               
Saju,Bistro,     sajubistronyc.com          ,"     120 W 44th St, New York, NY 10036          ",     (212) 997-7258               
La Tarte Flambee,French Restaurant,     latarteflambee.com          ,"     153 E 33rd St, New York, NY 10016          ",     (917) 261-2070               
Cafe Luxembourg,French Restaurant,     cafeluxembourg.com          ,"     4398, 200 W 70th St, New York, NY 10023          ",     (212) 873-7411               
Pardon My French,French Restaurant,     pmf.nyc          ,"     103 Avenue B, New York, NY 10009          ",     (212) 358-9683               
MIMI,French Restaurant,     miminyc.com          ,"     185 Sullivan St, New York, NY 10012          ",     (212) 418-1260               
La Mirabelle,French Restaurant,     lamirabellenyc.com          ,"     102 West 86th Street, New York, NY 10024          ",     (212) 496-0458               
Yatenga,French Restaurant,     yatengabistro.com          ,"     2269 Adam Clayton Powell Jr #1, New York, NY 10030          ",     (212) 690-0699               
French Roast,French Restaurant,     frenchroastnyc.com          ,"     2340 Broadway #85, New York, NY 10024          ",     (212) 799-1533               
La Boite en Bois,French Restaurant,     laboitenyc.com          ,"     75 W 68th St, New York, NY 10023          ",     (212) 874-2705               
Cafe du Soleil,French Restaurant,     cafedusoleilny.com          ,"     2723 Broadway, New York, NY 10025          ",     (212) 316-5000               
Tartine,French Restaurant,     tartinecafenyc.com          ,"     253 W 11th St, New York, NY 10014          ",     (212) 229-2611               
The Modern,New American Restaurant,     themodernnyc.com          ,"     9 W 53rd St, New York, NY 10019          ",     (212) 333-1220               
Le Charlot,French Restaurant,     lecharlot.us          ,"     19 E 69th St, New York, NY 10021          ",     (212) 794-6419               
Brasserie Cognac,French Restaurant,     cognacrestaurant.com          ,"     1740 Broadway, New York, NY 10019          ",     (212) 757-3600               
Bistro Les Amis,French Restaurant,     bistrolesamis.com          ,"     180 Spring St, New York, NY 10012          ",     (212) 226-8645               
Little Frog,French Restaurant,     littlefrognyc.com          ,"     322 East 86th St, New York, NY 10028          ",     (347) 537-5786               
Dominique Bistro,Bistro,     dominiquebistro.nyc          ,"     14 Christopher St, New York, NY 10014          ",     (646) 756-4145               
Le Baratin,French Restaurant,     lebaratinnyc.com          ,"     26 Greenwich Ave, New York, NY 10011          ",     (212) 933-1080               
Café Loup,French Restaurant,     cafeloupnyc.com          ,"     105 W 13th St, New York, NY 10011          ",     (212) 255-4746               
Tartinery - The Plaza,French Restaurant,     tartinery.com          ,"     1 W 59th St, New York, NY 10019          ",     (646) 755-3231               
Nice Matin,French Restaurant,     nicematinnyc.com          ,"     201 W 79th St, New York, NY 10024          ",     (212) 873-6423               
Perrine,French Restaurant,     perrinenyc.com          ,"     The Pierre, 2 E 61st Street, New York, NY 10065          ",     (212) 940-8195               
Le Gigot,French Restaurant,     legigotrestaurant.com          ,"     18 Cornelia St #1, New York, NY 10014          ",     (212) 627-3737               
Les Enfants de Bohème,French Restaurant,     lesenfantsdeboheme.com          ,"     177 Henry St, New York, NY 10002          ",     (646) 476-4843               
Brasserie Cognac East,French Restaurant,     Add website   ,"     963, 5112, 5112, Lexington Ave, New York, NY 10021          ",     (212) 249-5100               
Bobo,French Restaurant,     bobonyc.com          ,"     181 W 10th St, New York, NY 10014          ",     (212) 488-2626               
Tree Bistro,French Restaurant,     treebistronyc.com          ,"     190 1st Avenue, New York, NY 10009          ",     (212) 358-7171               
Tartinery - Nolita,Restaurant,     tartinery.com          ,"     209 Mulberry St, New York, NY 10012          ",     (212) 300-5838               
Jules Bistro,French Restaurant,     julesbistro.com          ,"     65 St Marks Pl, New York, NY 10003          ",     (212) 477-5560               
Racines NY,French Restaurant,     racinesny.com          ,"     94 Chambers St, New York, NY 10007          ",     (212) 227-3400               
Felix,French Restaurant,     felixnyc.com          ,"     340 W Broadway, New York, NY 10013          ",     (212) 431-0021               
Cheri,French Restaurant,     cheriharlem.com          ,"     231 Lenox Ave, New York, NY 10027          ",     (212) 662-4374               
Wallflower,French Restaurant,     wallflowernyc.com          ,"     235 W 12th St, New York, NY 10014          ",     (646) 682-9842               
Le Singe,French Restaurant,     lesingevert.com          ,"     160 7th Ave, New York, NY 10011          ",     (212) 366-4100               
Cherche Midi,French Restaurant,     cherchemidiny.com          ,"     282 Bowery, New York, NY 10012          ",     (212) 226-3055               
Bar Boulud,French Restaurant,     barboulud.com          ,"     1900 Broadway, New York, NY 10023          ",     (212) 595-0303               
Landmarc,French Restaurant,     landmarc-restaurant.com          ,"     10 Columbus Cir #3, New York, NY 10019          ",     (212) 823-6123               
Jacques Brasserie,French Restaurant,     jacquesbrasserie.com          ,"     204 E 85th St, New York, NY 10028          ",     (212) 327-2272               
OCabanon,French Restaurant,     ocabanon.com          ,"     245 W 29th St, New York, NY 10022          ",     (646) 669-7879               
Maison Kayser,French Restaurant,     maison-kayser-usa.com          ,"     1800 Broadway, New York, NY 10019          ",     (212) 245-4100               
La Goulue,French Restaurant,     lagouluerestaurant.com          ,"     29 E 61st St, New York, NY 10065          ",     (212) 988-8169               
Le French Diner,French Restaurant,     lefrenchdiner.com          ,"     188 Orchard St, New York, NY 10002          ",     (212) 777-1577               
Le District,French Restaurant,     ledistrict.com          ,"     225 Liberty St, New York, NY 10281          ",     (212) 981-8588               
Bar Six,French Restaurant,     barsixny.com          ,"     502 6th Ave, New York, NY 10011          ",     (212) 691-1363               
Lucky Strike,French Restaurant,     luckystrikeny.com          ,"     59 Grand St, New York, NY 10013          ",     (212) 941-0772               
Bistro Vendôme,Bar,     bistrovendomenyc.com          ,"     405 E 58th St, New York, NY 10022          ",     (212) 935-9100               
L'Appart,French Restaurant,     lappartnyc.com          ,"     225 Liberty St, New York, NY 10281          ",     (212) 981-8577               
La Bergamote,French Restaurant,     labergamotenyc.com          ,"     177 9th Ave, New York, NY 10011          ",     (212) 627-9010               
Kingsley,New American Restaurant,     kingsleynyc.com          ,"     190 Avenue B, New York, NY 10009          ",     (212) 674-4500               
Le Moulin a Cafe,Cafe,     lemoulinacafeny.com          ,"     2501, 1439 York Ave, New York, NY 10075          ",     (212) 288-5088               
Lafayette,French Restaurant,     lafayetteny.com          ,"     380 Lafayette St, New York, NY 10003          ",     (212) 533-3000               
Le Coq Rico,Bistro,     lecoqriconyc.com          ,"     30 E 20th St, New York, NY 10003          ",     (212) 267-7426               
Papillon Bistro & Bar,Bistro,     papillonbistro.com          ,"     22 E 54th St, New York, NY 10022          ",     (212) 754-9006               
BL Burger Bar,French Restaurant,     Add website   ,"     20 Prince St, New York, NY 10012          ",     (212) 966-8886               
CAMAJE Bistro,French Restaurant,     camaje.com          ,"     2504, 85 Macdougal St, New York, NY 10012          ",     (212) 673-8184               
Cafe Cluny,Modern French Restaurant,     cafecluny.com          ,"     284 W 12th St, New York, NY 10014          ",     (212) 255-6900               
RDV rendezvous Harlem,Modern French Restaurant,     rdv-nyc.com          ,"     2072 Frederick Douglass Blvd, New York, NY 10026          ",     (212) 222-8952               
Table d'Hôte,French Restaurant,     tabledhote.info          ,"     44 E 92nd St, New York, NY 10128          ",     (212) 348-8125               
Le Turtle,New American Restaurant,     leturtle.fr          ,"     177 Chrystie St, New York, NY 10002          ",     (646) 918-7189               
Bagatelle,French Restaurant,     bagatellenyc.com          ,"     1 Little W 12th St, New York, NY 10014          ",     (212) 488-2110               
Bâtard,Modern European Restaurant,     batardtribeca.com          ,"     239 W Broadway, New York, NY 10013          ",     (212) 219-2777               
Autre Kyo Ya,French Restaurant,     autrekyoya.com          ,"     10 Stuyvesant St, New York, NY 10003          ",     (212) 598-0454               
Gentleman Farmer,New American Restaurant,     gentlemanfarmernyc.com          ,"     40 Rivington St, New York, NY 10002          ",     (212) 677-2172               
Boucherie Park,French Restaurant,     boucherie.nyc          ,"     225 Park Ave S, New York, NY 10003          ",     (212) 353-0200               
The Simone,French Restaurant,     thesimonerestaurant.com          ,"     151 E 82nd St, New York, NY 10028          ",     (212) 772-8861               
Minetta Tavern,French Restaurant,     minettatavernny.com          ,"     113 Macdougal St, New York, NY 10012          ",     (212) 475-3850               
Poulette,French Restaurant,     poulettenyc.com          ,"     790 9th Ave, New York, NY 10019          ",     (212) 956-9488               
Ponty Bistro,French Restaurant,     pontybistroharlemny.com          ,"     2375 Adam Clayton Powell Jr Blvd, New York, NY 10030          ",     (212) 234-6474               
